Location,Total
United_States,147569
Northeast,15549
New_England,4304
Connecticut,1036
Maine,527
Massachusetts,1718
New_Hampshire,550
Rhode_Island,274
Vermont,199
Middle_Atlantic,11245
New_Jersey,3283
New_York,4302
Pennsylvania,3660
Midwest,32630
East_North_Central,23094
Illinois,5291
Indiana,3913
Michigan,5341
Ohio,5088
Wisconsin,3461
West_North_Central,9536
Iowa,1580
Kansas,1189
Minnesota,3132
Missouri,2032
Nebraska,836
North_Dakota,416
South_Dakota,351
South,65305
South_Atlantic,38825
Delaware,400
Dist._of_Columbia,21
Florida,13640
Georgia,7603
Maryland,2222
North_Carolina,6845
South_Carolina,2978
Virginia,4818
West_Virginia,298
East_South_Central,8150
Alabama,2132
Kentucky,1918
Mississippi,1168
Tennessee,2932
West_South_Central,18330
Arkansas,984
Louisiana,1469
Oklahoma,1851
Texas,14026
West,34085
Mountain,15505
Arizona,4356
Colorado,3928
Idaho,951
Montana,295
Nevada,3014
New_Mexico,934
Utah,1890
Wyoming,137
Pacific,18580
Alaska,219
California,10987
Hawaii,247
Oregon,1811
Washington,5316
