Location,Total
United_States,164884
Northeast,15615
New_England,4894
Connecticut,781
Maine,758
Massachusetts,2400
New_Hampshire,542
Rhode_Island,162
Vermont,251
Middle_Atlantic,10721
New_Jersey,2411
New_York,4267
Pennsylvania,4043
Midwest,26080
East_North_Central,17711
Illinois,5307
Indiana,2706
Michigan,2914
Ohio,4050
Wisconsin,2734
West_North_Central,8369
Iowa,1149
Kansas,979
Minnesota,2395
Missouri,2210
Nebraska,711
North_Dakota,353
South_Dakota,572
South,81596
South_Atlantic,49485
Delaware,623
District_of_Columbia,28
Florida,19498
Georgia,8598
Maryland,2852
North_Carolina,9240
South_Carolina,4037
Virginia,4266
West_Virginia,343
East_South_Central,8270
Alabama,2479
Kentucky,1229
Mississippi,1299
Tennessee,3263
West_South_Central,23841
Arkansas,1243
Louisiana,1848
Oklahoma,1451
Texas,19299
West,41593
Mountain,18986
Arizona,6523
Colorado,3641
Idaho,1761
Montana,390
Nevada,3225
New_Mexico,1066
Utah,2100
Wyoming,280
Pacific,22607
Alaska,314
California,14536
Hawaii,514
Oregon,2769
Washington,4474
