Location,Total
United_States,39479
Northeast,4046
New_England,1044
Connecticut,165
Maine,107
Massachusetts,463
New_Hampshire,202
Rhode_Island,56
Vermont,51
Middle_Atlantic,3002
New_Jersey,745
New_York,848
Pennsylvania,1409
Midwest,4454
East_North_Central,2972
Illinois,381
Indiana,808
Michigan,485
Ohio,878
Wisconsin,420
West_North_Central,1482
Iowa,195
Kansas,246
Minnesota,220
Missouri,417
Nebraska,215
North_Dakota,101
South_Dakota,88
South,21856
South_Atlantic,11185
Delaware,202
District_of_Columbia,20
Florida,3818
Georgia,1207
Maryland,763
North_Carolina,2513
South_Carolina,1104
Virginia,1429
West_Virginia,129
East_South_Central,2854
Alabama,881
Kentucky,422
Mississippi,366
Tennessee,1185
West_South_Central,7817
Arkansas,411
Louisiana,724
Oklahoma,545
Texas,6137
West,9123
Mountain,3801
Arizona,1258
Colorado,673
Idaho,354
Montana,100
Nevada,573
New_Mexico,277
Utah,498
Wyoming,68
Pacific,5322
Alaska,24
California,3022
Hawaii,135
Oregon,488
Washington,1653
