Location,Total
United_States,48175
Northeast,5086
New_England,1578
Connecticut,237
Maine,292
Massachusetts,545
New_Hampshire,280
Rhode_Island,130
Vermont,94
Middle_Atlantic,3508
New_Jersey,938
New_York,1317
Pennsylvania,1253
Midwest,8809
East_North_Central,4813
Illinois,873
Indiana,941
Michigan,707
Ohio,1269
Wisconsin,1023
West_North_Central,3996
Iowa,617
Kansas,399
Minnesota,918
Missouri,673
Nebraska,605
North_Dakota,372
South_Dakota,412
South,24284
South_Atlantic,11661
Delaware,334
District_of_Columbia,5
Florida,2405
Georgia,1562
Maryland,695
North_Carolina,3331
South_Carolina,1179
Virginia,1995
West_Virginia,155
East_South_Central,2993
Alabama,851
Kentucky,503
Mississippi,514
Tennessee,1125
West_South_Central,9630
Arkansas,884
Louisiana,1228
Oklahoma,954
Texas,6564
West,9996
Mountain,4580
Arizona,1178
Colorado,786
Idaho,402
Montana,160
Nevada,518
New_Mexico,347
Utah,1040
Wyoming,149
Pacific,5416
Alaska,211
California,2818
Hawaii,137
Oregon,734
Washington,1516
