Location,Total
United_States,75933
Northeast,8007
New_England,1751
Connecticut,517
Maine,206
Massachusetts,538
New_Hampshire,346
Rhode_Island,82
Vermont,62
Middle_Atlantic,6256
New_Jersey,1488
New_York,3022
Pennsylvania,1746
Midwest,10125
East_North_Central,6173
Illinois,2336
Indiana,892
Michigan,686
Ohio,1452
Wisconsin,807
West_North_Central,3952
Iowa,504
Kansas,923
Minnesota,485
Missouri,1180
Nebraska,678
North_Dakota,70
South_Dakota,112
South,42967
South_Atlantic,23383
Delaware,295
District_of_Columbia,66
Florida,7314
Georgia,3465
Maryland,1113
North_Carolina,5375
South_Carolina,2492
Virginia,2920
West_Virginia,343
East_South_Central,4815
Alabama,1558
Kentucky,647
Mississippi,861
Tennessee,1749
West_South_Central,14769
Arkansas,655
Louisiana,1561
Oklahoma,887
Texas,11666
West,14834
Mountain,6728
Arizona,2670
Colorado,1650
Idaho,456
Montana,133
Nevada,467
New_Mexico,466
Utah,763
Wyoming,123
Pacific,8106
Alaska,78
California,5043
Hawaii,325
Oregon,656
Washington,2004
