Location,Total
United_States,68790
Northeast,8185
New_England,2081
Connecticut,440
Maine,343
Massachusetts,700
New_Hampshire,350
Rhode_Island,89
Vermont,159
Middle_Atlantic,6104
New_Jersey,1175
New_York,3109
Pennsylvania,1820
Midwest,12832
East_North_Central,7304
Illinois,1623
Indiana,1201
Michigan,973
Ohio,2014
Wisconsin,1493
West_North_Central,5528
Iowa,729
Kansas,722
Minnesota,1418
Missouri,912
Nebraska,915
North_Dakota,361
South_Dakota,471
South,33060
South_Atlantic,16771
Delaware,289
District_of_Columbia,2
Florida,5245
Georgia,2749
Maryland,1063
North_Carolina,3692
South_Carolina,1812
Virginia,1711
West_Virginia,208
East_South_Central,4368
Alabama,925
Kentucky,689
Mississippi,672
Tennessee,2082
West_South_Central,11921
Arkansas,559
Louisiana,1483
Oklahoma,681
Texas,9198
West,14713
Mountain,6743
Arizona,1784
Colorado,1452
Idaho,647
Montana,229
Nevada,1138
New_Mexico,389
Utah,876
Wyoming,228
Pacific,7970
Alaska,96
California,4332
Hawaii,344
Oregon,924
Washington,2274
