Location,Total
United_States,127752
Northeast,13056
New_England,3010
Connecticut,376
Maine,478
Massachusetts,1179
New_Hampshire,710
Rhode_Island,84
Vermont,183
Middle_Atlantic,10046
New_Jersey,4085
New_York,3708
Pennsylvania,2253
Midwest,18392
East_North_Central_D,9482
Illinois,1529
Indiana,2172
Michigan,1644
Ohio,2502
Wisconsin,1635
West_North_Central_D,8910
Iowa,1409
Kansas,927
Minnesota,3304
Missouri,1710
Nebraska,798
North_Dakota,335
South_Dakota,427
South,66758
South_Atlantic,35128
Delaware,512
District_of_Columbia,384
Florida,15187
Georgia,4342
Maryland,1289
North_Carolina,6209
South_Carolina,3187
Virginia,3703
West_Virginia,315
East_South_Central_D,7360
Alabama,1470
Kentucky,1303
Mississippi,644
Tennessee,3943
West_South_Central_D,24270
Arkansas,2195
Louisiana,1497
Oklahoma,1173
Texas,19405
West,29546
Mountain,14158
Arizona,4027
Colorado,3161
Idaho,1747
Montana,347
Nevada,1404
New_Mexico,468
Utah,2821
Wyoming,183
Pacific,15388
Alaska,186
California,8843
Hawaii,307
Oregon,1919
Washington,4133
