Location,Total
United_States,121035
Northeast,11853
New_England,3557
Connecticut,842
Maine,431
Massachusetts,1476
New_Hampshire,415
Rhode_Island,187
Vermont,206
Middle_Atlantic,8296
New_Jersey,1934
New_York,2924
Pennsylvania,3438
Midwest,27852
East_North_Central,19661
Illinois,4614
Indiana,3347
Michigan,4608
Ohio,4356
Wisconsin,2736
West_North_Central,8191
Iowa,965
Kansas,1221
Minnesota,2294
Missouri,2202
Nebraska,764
North_Dakota,315
South_Dakota,430
South,52042
South_Atlantic,31119
Delaware,325
Dist._of_Columbia,0
Florida,11280
Georgia,6784
Maryland,2428
North_Carolina,5106
South_Carolina,1809
Virginia,3082
West_Virginia,305
East_South_Central,8711
Alabama,1513
Kentucky,1503
Mississippi,769
Tennessee,4926
West_South_Central,12212
Arkansas,859
Louisiana,1081
Oklahoma,921
Texas,9351
West,29288
Mountain,14876
Arizona,4808
Colorado,3053
Idaho,841
Montana,238
Nevada,2979
New_Mexico,897
Utah,1908
Wyoming,152
Pacific,14412
Alaska,233
California,7619
Hawaii,340
Oregon,2638
Washington,3582
