Location,Total
United_States,120126
Northeast,14415
New_England,3857
Connecticut,846
Maine,667
Massachusetts,1479
New_Hampshire,490
Rhode_Island,119
Vermont,256
Middle_Atlantic,10558
New_Jersey,1706
New_York,5805
Pennsylvania,3047
Midwest,20316
East_North_Central,12759
Illinois,3511
Indiana,2264
Michigan,1999
Ohio,3061
Wisconsin,1924
West_North_Central,7557
Iowa,1164
Kansas,663
Minnesota,2560
Missouri,1768
Nebraska,715
North_Dakota,280
South_Dakota,407
South,57782
South_Atlantic,29771
Delaware,429
District_of_Columbia,190
Florida,8591
Georgia,5090
Maryland,1734
North_Carolina,6921
South_Carolina,2996
Virginia,3421
West_Virginia,399
East_South_Central,7678
Alabama,1928
Kentucky,1417
Mississippi,1031
Tennessee,3302
West_South_Central,20333
Arkansas,750
Louisiana,2027
Oklahoma,1097
Texas,16459
West,27613
Mountain,12589
Arizona,3726
Colorado,2573
Idaho,1453
Montana,398
Nevada,1257
New_Mexico,821
Utah,2123
Wyoming,238
Pacific,15024
Alaska,170
California,8601
Hawaii,334
Oregon,1997
Washington,3922
