Location,Total
United_States,74776
Northeast,5022
New_England,1375
Connecticut,154
Maine,178
Massachusetts,749
New_Hampshire,166
Rhode_Island,58
Vermont,70
Middle_Atlantic,3647
New_Jersey,1262
New_York,1079
Pennsylvania,1306
Midwest,9619
East_North_Central,6016
Illinois,1824
Indiana,999
Michigan,1237
Ohio,990
Wisconsin,966
West_North_Central,3603
Iowa,690
Kansas,276
Minnesota,754
Missouri,1052
Nebraska,399
North_Dakota,165
South_Dakota,267
South,40222
South_Atlantic,20263
Delaware,389
District_of_Columbia,50
Florida,7938
Georgia,3509
Maryland,1056
North_Carolina,2979
South_Carolina,1947
Virginia,2257
West_Virginia,138
East_South_Central,5341
Alabama,1221
Kentucky,753
Mississippi,475
Tennessee,2892
West_South_Central,14618
Arkansas,615
Louisiana,1089
Oklahoma,1035
Texas,11879
West,19913
Mountain,8846
Arizona,2773
Colorado,2149
Idaho,709
Montana,160
Nevada,1213
New_Mexico,481
Utah,1268
Wyoming,93
Pacific,11067
Alaska,90
California,6962
Hawaii,173
Oregon,1233
Washington,2609
