Location,Total
United_States,73900
Northeast,7183
New_England,1715
Connecticut,333
Maine,300
Massachusetts,636
New_Hampshire,210
Rhode_Island,69
Vermont,167
Middle_Atlantic,5468
New_Jersey,1115
New_York,2387
Pennsylvania,1966
Midwest,12904
East_North_Central,8175
Illinois,2127
Indiana,1681
Michigan,996
Ohio,1961
Wisconsin,1410
West_North_Central,4729
Iowa,663
Kansas,560
Minnesota,898
Missouri,1258
Nebraska,492
North_Dakota,486
South_Dakota,372
South,38030
South_Atlantic,18510
Delaware,256
District_of_Columbia,10
Florida,5825
Georgia,2654
Maryland,1124
North_Carolina,4179
South_Carolina,1922
Virginia,2166
West_Virginia,374
East_South_Central,4177
Alabama,976
Kentucky,879
Mississippi,690
Tennessee,1632
West_South_Central,15343
Arkansas,682
Louisiana,1343
Oklahoma,1097
Texas,12221
West,15783
Mountain,7977
Arizona,1806
Colorado,1739
Idaho,605
Montana,266
Nevada,2021
New_Mexico,497
Utah,852
Wyoming,191
Pacific,7806
Alaska,82
California,3632
Hawaii,355
Oregon,1181
Washington,2556
