Location,Total
United_States,159493
Northeast,15257
New_England,4259
Connecticut,921
Maine,652
Massachusetts,1340
New_Hampshire,741
Rhode_Island,348
Vermont,257
Middle_Atlantic,10998
New_Jersey,2642
New_York,4052
Pennsylvania,4304
Midwest,35068
East_North_Central,24607
Illinois,6407
Indiana,3813
Michigan,5001
Ohio,5365
Wisconsin,4021
West_North_Central,10461
Iowa,1393
Kansas,1139
Minnesota,4213
Missouri,2176
Nebraska,848
North_Dakota,282
South_Dakota,410
South,67269
South_Atlantic,43571
Delaware,690
Dist._of_Columbia,71
Florida,17068
Georgia,8174
Maryland,2360
North_Carolina,6970
South_Carolina,2570
Virginia,5249
West_Virginia,419
East_South_Central,7322
Alabama,1792
Kentucky,1586
Mississippi,966
Tennessee,2978
West_South_Central,16376
Arkansas,752
Louisiana,1299
Oklahoma,925
Texas,13400
West,41899
Mountain,17147
Arizona,5974
Colorado,3583
Idaho,1385
Montana,511
Nevada,2804
New_Mexico,959
Utah,1729
Wyoming,202
Pacific,24752
Alaska,255
California,17675
Hawaii,652
Oregon,2021
Washington,4149
