Location,Total
United_States,119585
Northeast,10132
New_England,2839
Connecticut,489
Maine,505
Massachusetts,1237
New_Hampshire,302
Rhode_Island,164
Vermont,142
Middle_Atlantic,7293
New_Jersey,2311
New_York,3324
Pennsylvania,1658
Midwest,18846
East_North_Central_D,10354
Illinois,2175
Indiana,1685
Michigan,2204
Ohio,2890
Wisconsin,1400
West_North_Central_D,8492
Iowa,1574
Kansas,1079
Minnesota,2313
Missouri,1956
Nebraska,821
North_Dakota,314
South_Dakota,435
South,57421
South_Atlantic,31334
Delaware,651
District_of_Columbia,437
Florida,10803
Georgia,4901
Maryland,1567
North_Carolina,6730
South_Carolina,3184
Virginia,2786
West_Virginia,275
East_South_Central_D,7212
Alabama,1186
Kentucky,1184
Mississippi,645
Tennessee,4197
West_South_Central_D,18875
Arkansas,917
Louisiana,1262
Oklahoma,839
Texas,15857
West,33186
Mountain,15605
Arizona,3941
Colorado,4476
Idaho,1688
Montana,357
Nevada,1932
New_Mexico,430
Utah,2594
Wyoming,187
Pacific,17581
Alaska,171
California,9654
Hawaii,265
Oregon,2692
Washington,4799
