Location,Total
United_States,180178
Northeast,17959
New_England,4935
Connecticut,943
Maine,806
Massachusetts,1998
New_Hampshire,661
Rhode_Island,216
Vermont,311
Middle_Atlantic,13024
New_Jersey,3346
New_York,5735
Pennsylvania,3943
Midwest,29237
East_North_Central,18308
Illinois,5364
Indiana,2774
Michigan,3136
Ohio,4229
Wisconsin,2805
West_North_Central,10929
Iowa,1520
Kansas,1633
Minnesota,3251
Missouri,2438
Nebraska,1033
North_Dakota,483
South_Dakota,571
South,86585
South_Atlantic,49196
Delaware,561
District_of_Columbia,42
Florida,18305
Georgia,8963
Maryland,3392
North_Carolina,8974
South_Carolina,4446
Virginia,4081
West_Virginia,432
East_South_Central,10742
Alabama,3263
Kentucky,1871
Mississippi,1461
Tennessee,4147
West_South_Central,26647
Arkansas,1138
Louisiana,2171
Oklahoma,1554
Texas,21784
West,46397
Mountain,21121
Arizona,6533
Colorado,4517
Idaho,1706
Montana,487
Nevada,3676
New_Mexico,1152
Utah,2708
Wyoming,342
Pacific,25276
Alaska,334
California,16410
Hawaii,662
Oregon,2925
Washington,4945
