Location,Total
United_States,85235
Northeast,11031
New_England,2634
Connecticut,902
Maine,279
Massachusetts,1060
New_Hampshire,208
Rhode_Island,82
Vermont,103
Middle_Atlantic,8397
New_Jersey,2688
New_York,4003
Pennsylvania,1706
Midwest,15433
East_North_Central,8222
Illinois,1276
Indiana,1671
Michigan,1530
Ohio,2428
Wisconsin,1317
West_North_Central,7211
Iowa,1235
Kansas,607
Minnesota,1846
Missouri,1058
Nebraska,772
North_Dakota,988
South_Dakota,705
South,38003
South_Atlantic,19929
Delaware,397
District_of_Columbia,48
Florida,6645
Georgia,2563
Maryland,1416
North_Carolina,4298
South_Carolina,1814
Virginia,2488
West_Virginia,260
East_South_Central,4279
Alabama,838
Kentucky,763
Mississippi,858
Tennessee,1820
West_South_Central,13795
Arkansas,499
Louisiana,1371
Oklahoma,1226
Texas,10699
West,20768
Mountain,9848
Arizona,1783
Colorado,2903
Idaho,734
Montana,713
Nevada,1315
New_Mexico,554
Utah,1679
Wyoming,167
Pacific,10920
Alaska,85
California,6595
Hawaii,231
Oregon,1274
Washington,2735
