Location,Total
United_States,101659
Northeast,10799
New_England,3359
Connecticut,745
Maine,281
Massachusetts,1676
New_Hampshire,334
Rhode_Island,175
Vermont,148
Middle_Atlantic,7440
New_Jersey,2144
New_York,2446
Pennsylvania,2850
Midwest,23272
East_North_Central,17391
Illinois,4188
Indiana,3106
Michigan,3801
Ohio,4087
Wisconsin,2209
West_North_Central,5881
Iowa,713
Kansas,955
Minnesota,1880
Missouri,1528
Nebraska,393
North_Dakota,128
South_Dakota,284
South,45334
South_Atlantic,26654
Delaware,278
Dist._of_Columbia,0
Florida,9088
Georgia,4736
Maryland,1732
North_Carolina,5427
South_Carolina,2438
Virginia,2757
West_Virginia,198
East_South_Central,7134
Alabama,1546
Kentucky,1730
Mississippi,822
Tennessee,3036
West_South_Central,11546
Arkansas,614
Louisiana,1527
Oklahoma,561
Texas,8844
West,22254
Mountain,10860
Arizona,2774
Colorado,2624
Idaho,567
Montana,227
Nevada,1977
New_Mexico,645
Utah,1968
Wyoming,78
Pacific,11394
Alaska,91
California,6386
Hawaii,357
Oregon,1562
Washington,2998
