Location,Total
United_States,161789
Northeast,14573
New_England,4403
Connecticut,830
Maine,675
Massachusetts,1597
New_Hampshire,765
Rhode_Island,205
Vermont,331
Middle_Atlantic,10170
New_Jersey,2327
New_York,4050
Pennsylvania,3793
Midwest,34428
East_North_Central,23493
Illinois,5615
Indiana,3708
Michigan,4600
Ohio,5322
Wisconsin,4248
West_North_Central,10935
Iowa,1858
Kansas,1013
Minnesota,3667
Missouri,2567
Nebraska,983
North_Dakota,401
South_Dakota,446
South,71451
South_Atlantic,43312
Delaware,560
Dist._of_Columbia,88
Florida,16885
Georgia,8306
Maryland,2387
North_Carolina,6495
South_Carolina,3093
Virginia,5111
West_Virginia,387
East_South_Central,8626
Alabama,2108
Kentucky,1821
Mississippi,1284
Tennessee,3413
West_South_Central,19513
Arkansas,1576
Louisiana,1680
Oklahoma,1172
Texas,15085
West,41337
Mountain,17581
Arizona,5720
Colorado,3467
Idaho,1277
Montana,372
Nevada,3039
New_Mexico,1115
Utah,2298
Wyoming,293
Pacific,23756
Alaska,363
California,16306
Hawaii,436
Oregon,2394
Washington,4257
