Location,Total
United_States,110370
Northeast,11653
New_England,3205
Connecticut,627
Maine,485
Massachusetts,1436
New_Hampshire,305
Rhode_Island,199
Vermont,153
Middle_Atlantic,8448
New_Jersey,3117
New_York,3096
Pennsylvania,2235
Midwest,18126
East_North_Central,11979
Illinois,3408
Indiana,1886
Michigan,1860
Ohio,2711
Wisconsin,2114
West_North_Central,6147
Iowa,966
Kansas,1037
Minnesota,1582
Missouri,1346
Nebraska,740
North_Dakota,196
South_Dakota,280
South,56180
South_Atlantic,31750
Delaware,489
District_of_Columbia,213
Florida,10776
Georgia,6457
Maryland,1512
North_Carolina,6145
South_Carolina,2989
Virginia,2858
West_Virginia,311
East_South_Central,6550
Alabama,1523
Kentucky,1040
Mississippi,954
Tennessee,3033
West_South_Central,17880
Arkansas,870
Louisiana,1602
Oklahoma,929
Texas,14479
West,24411
Mountain,10632
Arizona,3020
Colorado,1989
Idaho,1025
Montana,295
Nevada,1262
New_Mexico,1017
Utah,1807
Wyoming,217
Pacific,13779
Alaska,75
California,9080
Hawaii,293
Oregon,1814
Washington,2517
