Location,Total
United_States,84772
Northeast,6354
New_England,1447
Connecticut,175
Maine,241
Massachusetts,676
New_Hampshire,236
Rhode_Island,63
Vermont,56
Middle_Atlantic,4907
New_Jersey,1796
New_York,1686
Pennsylvania,1425
Midwest,12737
East_North_Central_D,7441
Illinois,1830
Indiana,1463
Michigan,1733
Ohio,1384
Wisconsin,1031
West_North_Central_D,5296
Iowa,778
Kansas,796
Minnesota,1433
Missouri,1100
Nebraska,719
North_Dakota,171
South_Dakota,299
South,45769
South_Atlantic,23695
Delaware,443
District_of_Columbia,245
Florida,8368
Georgia,3968
Maryland,1034
North_Carolina,4898
South_Carolina,2682
Virginia,1890
West_Virginia,167
East_South_Central_D,5899
Alabama,1113
Kentucky,839
Mississippi,1036
Tennessee,2911
West_South_Central_D,16175
Arkansas,822
Louisiana,1152
Oklahoma,954
Texas,13247
West,19912
Mountain,9234
Arizona,2304
Colorado,2948
Idaho,837
Montana,211
Nevada,1092
New_Mexico,335
Utah,1396
Wyoming,111
Pacific,10678
Alaska,93
California,6298
Hawaii,200
Oregon,1114
Washington,2973
