Location,Total
United_States,105641
Northeast,8676
New_England,2638
Connecticut,653
Maine,207
Massachusetts,1300
New_Hampshire,255
Rhode_Island,142
Vermont,81
Middle_Atlantic,6038
New_Jersey,1699
New_York,2026
Pennsylvania,2313
Midwest,18517
East_North_Central,12560
Illinois,2902
Indiana,2313
Michigan,2814
Ohio,2820
Wisconsin,1711
West_North_Central,5957
Iowa,782
Kansas,1447
Minnesota,1352
Missouri,1706
Nebraska,526
North_Dakota,25
South_Dakota,119
South,51712
South_Atlantic,30430
Delaware,334
Dist._of_Columbia,18
Florida,9713
Georgia,6706
Maryland,1759
North_Carolina,6099
South_Carolina,2204
Virginia,3395
West_Virginia,202
East_South_Central,7114
Alabama,1759
Kentucky,1550
Mississippi,632
Tennessee,3173
West_South_Central,14168
Arkansas,674
Louisiana,1120
Oklahoma,1505
Texas,10869
West,26736
Mountain,13627
Arizona,4814
Colorado,3030
Idaho,587
Montana,120
Nevada,2888
New_Mexico,1103
Utah,968
Wyoming,117
Pacific,13109
Alaska,129
California,6968
Hawaii,240
Oregon,2199
Washington,3573
