Location,Total
United_States,133636
Northeast,13826
New_England,3813
Connecticut,802
Maine,586
Massachusetts,1546
New_Hampshire,546
Rhode_Island,130
Vermont,203
Middle_Atlantic,10013
New_Jersey,2920
New_York,4279
Pennsylvania,2814
Midwest,22644
East_North_Central,14653
Illinois,4336
Indiana,2047
Michigan,2596
Ohio,3643
Wisconsin,2031
West_North_Central,7991
Iowa,943
Kansas,1052
Minnesota,2545
Missouri,1886
Nebraska,674
North_Dakota,421
South_Dakota,470
South,63769
South_Atlantic,37120
Delaware,520
District_of_Columbia,197
Florida,12359
Georgia,6217
Maryland,2421
North_Carolina,7789
South_Carolina,4022
Virginia,3241
West_Virginia,354
East_South_Central,7745
Alabama,2121
Kentucky,1158
Mississippi,1064
Tennessee,3402
West_South_Central,18904
Arkansas,1151
Louisiana,1721
Oklahoma,1040
Texas,14992
West,33397
Mountain,14009
Arizona,4079
Colorado,3121
Idaho,1356
Montana,432
Nevada,1815
New_Mexico,867
Utah,2042
Wyoming,297
Pacific,19388
Alaska,216
California,11914
Hawaii,446
Oregon,2096
Washington,4716
