Location,Total
United_States,118777
Northeast,11129
New_England,2787
Connecticut,435
Maine,466
Massachusetts,1289
New_Hampshire,353
Rhode_Island,113
Vermont,131
Middle_Atlantic,8342
New_Jersey,2502
New_York,3694
Pennsylvania,2146
Midwest,15704
East_North_Central_D,9232
Illinois,2095
Indiana,1861
Michigan,1890
Ohio,1839
Wisconsin,1547
West_North_Central_D,6472
Iowa,1042
Kansas,622
Minnesota,2383
Missouri,1307
Nebraska,416
North_Dakota,288
South_Dakota,414
South,60906
South_Atlantic,32583
Delaware,624
District_of_Columbia,997
Florida,13109
Georgia,4151
Maryland,1279
North_Carolina,5746
South_Carolina,3091
Virginia,3263
West_Virginia,323
East_South_Central_D,7251
Alabama,1556
Kentucky,1320
Mississippi,679
Tennessee,3696
West_South_Central_D,21072
Arkansas,996
Louisiana,1454
Oklahoma,1107
Texas,17515
West,31038
Mountain,14485
Arizona,3918
Colorado,3848
Idaho,1671
Montana,319
Nevada,1865
New_Mexico,484
Utah,2207
Wyoming,173
Pacific,16553
Alaska,182
California,9924
Hawaii,270
Oregon,1749
Washington,4428
