Location,Total
United_States,40747
Northeast,5055
New_England,1303
Connecticut,252
Maine,231
Massachusetts,498
New_Hampshire,124
Rhode_Island,115
Vermont,83
Middle_Atlantic,3752
New_Jersey,1010
New_York,1474
Pennsylvania,1268
Midwest,7986
East_North_Central,4511
Illinois,1081
Indiana,935
Michigan,553
Ohio,966
Wisconsin,976
West_North_Central,3475
Iowa,591
Kansas,717
Minnesota,670
Missouri,602
Nebraska,311
North_Dakota,225
South_Dakota,359
South,20413
South_Atlantic,10337
Delaware,222
District_of_Columbia,1
Florida,3002
Georgia,1095
Maryland,684
North_Carolina,2398
South_Carolina,1146
Virginia,1683
West_Virginia,106
East_South_Central,2750
Alabama,894
Kentucky,492
Mississippi,377
Tennessee,987
West_South_Central,7326
Arkansas,406
Louisiana,711
Oklahoma,587
Texas,5622
West,7293
Mountain,3307
Arizona,987
Colorado,494
Idaho,363
Montana,149
Nevada,364
New_Mexico,294
Utah,570
Wyoming,86
Pacific,3986
Alaska,35
California,2366
Hawaii,171
Oregon,474
Washington,940
