Location,Total
United_States,121639
Northeast,11496
New_England,3184
Connecticut,413
Maine,467
Massachusetts,1587
New_Hampshire,476
Rhode_Island,88
Vermont,153
Middle_Atlantic,8312
New_Jersey,2909
New_York,3276
Pennsylvania,2127
Midwest,16483
East_North_Central_D,9054
Illinois,1896
Indiana,1710
Michigan,1758
Ohio,1737
Wisconsin,1953
West_North_Central_D,7429
Iowa,1209
Kansas,586
Minnesota,2621
Missouri,1797
Nebraska,570
North_Dakota,304
South_Dakota,342
South,61094
South_Atlantic,31752
Delaware,489
District_of_Columbia,799
Florida,12957
Georgia,4016
Maryland,1334
North_Carolina,5519
South_Carolina,3438
Virginia,2886
West_Virginia,314
East_South_Central_D,7106
Alabama,1225
Kentucky,1466
Mississippi,799
Tennessee,3616
West_South_Central_D,22236
Arkansas,916
Louisiana,1401
Oklahoma,833
Texas,19086
West,32566
Mountain,13458
Arizona,3557
Colorado,3674
Idaho,1400
Montana,436
Nevada,1163
New_Mexico,497
Utah,2535
Wyoming,196
Pacific,19108
Alaska,221
California,12952
Hawaii,464
Oregon,1347
Washington,4124
