Location,Total
United_States,37965
Northeast,3987
New_England,1484
Connecticut,209
Maine,126
Massachusetts,1031
New_Hampshire,78
Rhode_Island,23
Vermont,17
Middle_Atlantic,2503
New_Jersey,823
New_York,753
Pennsylvania,927
Midwest,4541
East_North_Central,2834
Illinois,663
Indiana,590
Michigan,274
Ohio,738
Wisconsin,569
West_North_Central,1707
Iowa,183
Kansas,276
Minnesota,441
Missouri,434
Nebraska,193
North_Dakota,67
South_Dakota,113
South,22120
South_Atlantic,11016
Delaware,145
District_of_Columbia,3
Florida,3478
Georgia,1179
Maryland,607
North_Carolina,2119
South_Carolina,1133
Virginia,2238
West_Virginia,114
East_South_Central,2410
Alabama,649
Kentucky,433
Mississippi,344
Tennessee,984
West_South_Central,8694
Arkansas,418
Louisiana,1112
Oklahoma,577
Texas,6587
West,7317
Mountain,3382
Arizona,878
Colorado,743
Idaho,206
Montana,76
Nevada,268
New_Mexico,335
Utah,800
Wyoming,76
Pacific,3935
Alaska,20
California,2370
Hawaii,254
Oregon,407
Washington,884
