Location,Total
United_States,96674
Northeast,7500
New_England,2352
Connecticut,342
Maine,193
Massachusetts,1369
New_Hampshire,332
Rhode_Island,59
Vermont,57
Middle_Atlantic,5148
New_Jersey,1510
New_York,2382
Pennsylvania,1256
Midwest,9174
East_North_Central_D,5203
Illinois,733
Indiana,1008
Michigan,1209
Ohio,1487
Wisconsin,766
West_North_Central_D,3971
Iowa,459
Kansas,451
Minnesota,1706
Missouri,840
Nebraska,313
North_Dakota,36
South_Dakota,166
South,53716
South_Atlantic,29879
Delaware,501
District_of_Columbia,87
Florida,11346
Georgia,5010
Maryland,1360
North_Carolina,6168
South_Carolina,2811
Virginia,2437
West_Virginia,159
East_South_Central_D,5279
Alabama,1212
Kentucky,854
Mississippi,453
Tennessee,2760
West_South_Central_D,18558
Arkansas,1278
Louisiana,1168
Oklahoma,905
Texas,15207
West,26284
Mountain,12476
Arizona,3531
Colorado,3875
Idaho,911
Montana,138
Nevada,1189
New_Mexico,393
Utah,2363
Wyoming,76
Pacific,13808
Alaska,111
California,8730
Hawaii,224
Oregon,1905
Washington,2838
