Location,Total
United_States,81336
Northeast,8618
New_England,2339
Connecticut,328
Maine,297
Massachusetts,1248
New_Hampshire,243
Rhode_Island,58
Vermont,165
Middle_Atlantic,6279
New_Jersey,1736
New_York,2681
Pennsylvania,1862
Midwest,16543
East_North_Central,9612
Illinois,2446
Indiana,1637
Michigan,1908
Ohio,2130
Wisconsin,1491
West_North_Central,6931
Iowa,898
Kansas,593
Minnesota,2012
Missouri,1263
Nebraska,607
North_Dakota,789
South_Dakota,769
South,40797
South_Atlantic,21683
Delaware,443
District_of_Columbia,478
Florida,6369
Georgia,2909
Maryland,2321
North_Carolina,3896
South_Carolina,2418
Virginia,2675
West_Virginia,174
East_South_Central,4029
Alabama,944
Kentucky,811
Mississippi,412
Tennessee,1862
West_South_Central,15085
Arkansas,538
Louisiana,1126
Oklahoma,1098
Texas,12323
West,15378
Mountain,6965
Arizona,1421
Colorado,2069
Idaho,801
Montana,183
Nevada,815
New_Mexico,390
Utah,1124
Wyoming,162
Pacific,8413
Alaska,126
California,3909
Hawaii,859
Oregon,877
Washington,2642
