Location,Total
United_States,83719
Northeast,10249
New_England,1593
Connecticut,249
Maine,174
Massachusetts,774
New_Hampshire,157
Rhode_Island,94
Vermont,145
Middle_Atlantic,8656
New_Jersey,2330
New_York,4492
Pennsylvania,1834
Midwest,12720
East_North_Central,6924
Illinois,1772
Indiana,1225
Michigan,855
Ohio,1785
Wisconsin,1287
West_North_Central,5796
Iowa,792
Kansas,687
Minnesota,1202
Missouri,1185
Nebraska,629
North_Dakota,737
South_Dakota,564
South,39746
South_Atlantic,19971
Delaware,364
District_of_Columbia,68
Florida,6019
Georgia,3885
Maryland,1059
North_Carolina,4164
South_Carolina,2241
Virginia,2008
West_Virginia,163
East_South_Central,4885
Alabama,1312
Kentucky,871
Mississippi,672
Tennessee,2030
West_South_Central,14890
Arkansas,722
Louisiana,1177
Oklahoma,1341
Texas,11650
West,21004
Mountain,10289
Arizona,3129
Colorado,3117
Idaho,860
Montana,184
Nevada,1100
New_Mexico,454
Utah,1335
Wyoming,110
Pacific,10715
Alaska,95
California,6894
Hawaii,148
Oregon,1098
Washington,2480
