Location,Total
United_States,90536
Northeast,8678
New_England,2114
Connecticut,364
Maine,291
Massachusetts,1068
New_Hampshire,205
Rhode_Island,84
Vermont,102
Middle_Atlantic,6564
New_Jersey,1883
New_York,2593
Pennsylvania,2088
Midwest,16226
East_North_Central,8338
Illinois,1440
Indiana,1578
Michigan,1413
Ohio,2304
Wisconsin,1603
West_North_Central,7888
Iowa,1005
Kansas,1740
Minnesota,1450
Missouri,1144
Nebraska,1100
North_Dakota,740
South_Dakota,709
South,45608
South_Atlantic,24121
Delaware,445
District_of_Columbia,53
Florida,9457
Georgia,2881
Maryland,1740
North_Carolina,4668
South_Carolina,1855
Virginia,2656
West_Virginia,366
East_South_Central,4562
Alabama,1093
Kentucky,860
Mississippi,461
Tennessee,2148
West_South_Central,16925
Arkansas,722
Louisiana,1399
Oklahoma,1204
Texas,13600
West,20024
Mountain,8198
Arizona,2428
Colorado,1773
Idaho,739
Montana,318
Nevada,1128
New_Mexico,344
Utah,1262
Wyoming,206
Pacific,11826
Alaska,127
California,7589
Hawaii,228
Oregon,1552
Washington,2330
