Location,Total
United_States,107723
Northeast,12153
New_England,3575
Connecticut,631
Maine,348
Massachusetts,2006
New_Hampshire,334
Rhode_Island,91
Vermont,165
Middle_Atlantic,8578
New_Jersey,1972
New_York,4386
Pennsylvania,2220
Midwest,18582
East_North_Central_D,10623
Illinois,2223
Indiana,1705
Michigan,2492
Ohio,2445
Wisconsin,1758
West_North_Central_D,7959
Iowa,1328
Kansas,732
Minnesota,2563
Missouri,1581
Nebraska,730
North_Dakota,480
South_Dakota,545
South,49810
South_Atlantic,27091
Delaware,496
District_of_Columbia,1098
Florida,9987
Georgia,3699
Maryland,1088
North_Carolina,5124
South_Carolina,2759
Virginia,2605
West_Virginia,235
East_South_Central_D,5499
Alabama,1265
Kentucky,966
Mississippi,564
Tennessee,2704
West_South_Central_D,17220
Arkansas,598
Louisiana,1980
Oklahoma,837
Texas,13805
West,27178
Mountain,12303
Arizona,3514
Colorado,3568
Idaho,837
Montana,730
Nevada,1164
New_Mexico,410
Utah,1918
Wyoming,162
Pacific,14875
Alaska,168
California,8355
Hawaii,349
Oregon,1520
Washington,4483
