Location,Total
United_States,83925
Northeast,11173
New_England,3126
Connecticut,398
Maine,325
Massachusetts,1724
New_Hampshire,392
Rhode_Island,75
Vermont,212
Middle_Atlantic,8047
New_Jersey,1832
New_York,4115
Pennsylvania,2100
Midwest,13178
East_North_Central,7313
Illinois,1306
Indiana,1710
Michigan,1406
Ohio,1636
Wisconsin,1255
West_North_Central,5865
Iowa,779
Kansas,472
Minnesota,1256
Missouri,1045
Nebraska,785
North_Dakota,1123
South_Dakota,405
South,40048
South_Atlantic,21692
Delaware,403
District_of_Columbia,142
Florida,6403
Georgia,3588
Maryland,1930
North_Carolina,4311
South_Carolina,2063
Virginia,2688
West_Virginia,164
East_South_Central,4177
Alabama,903
Kentucky,928
Mississippi,474
Tennessee,1872
West_South_Central,14179
Arkansas,749
Louisiana,1193
Oklahoma,926
Texas,11311
West,19526
Mountain,9198
Arizona,2083
Colorado,2305
Idaho,831
Montana,265
Nevada,1550
New_Mexico,502
Utah,1403
Wyoming,259
Pacific,10328
Alaska,130
California,6371
Hawaii,208
Oregon,1187
Washington,2432
