Location,Total
United_States,50495
Northeast,5579
New_England,1525
Connecticut,187
Maine,227
Massachusetts,826
New_Hampshire,149
Rhode_Island,56
Vermont,80
Middle_Atlantic,4054
New_Jersey,1058
New_York,1616
Pennsylvania,1380
Midwest,9855
East_North_Central,6170
Illinois,1514
Indiana,856
Michigan,846
Ohio,1796
Wisconsin,1158
West_North_Central,3685
Iowa,657
Kansas,346
Minnesota,835
Missouri,611
Nebraska,433
North_Dakota,535
South_Dakota,268
South,24921
South_Atlantic,11904
Delaware,223
District_of_Columbia,240
Florida,3418
Georgia,1660
Maryland,775
North_Carolina,2469
South_Carolina,1623
Virginia,1359
West_Virginia,137
East_South_Central,2815
Alabama,953
Kentucky,639
Mississippi,315
Tennessee,908
West_South_Central,10202
Arkansas,511
Louisiana,942
Oklahoma,575
Texas,8174
West,10140
Mountain,4630
Arizona,943
Colorado,1344
Idaho,342
Montana,356
Nevada,289
New_Mexico,310
Utah,943
Wyoming,103
Pacific,5510
Alaska,50
California,3135
Hawaii,178
Oregon,810
Washington,1337
