Location,Total
United_States,141656
Northeast,14223
New_England,4235
Connecticut,993
Maine,620
Massachusetts,1543
New_Hampshire,567
Rhode_Island,253
Vermont,259
Middle_Atlantic,9988
New_Jersey,2676
New_York,3450
Pennsylvania,3862
Midwest,32777
East_North_Central,23626
Illinois,4883
Indiana,4103
Michigan,6066
Ohio,5230
Wisconsin,3344
West_North_Central,9151
Iowa,1149
Kansas,1356
Minnesota,2968
Missouri,2263
Nebraska,854
North_Dakota,214
South_Dakota,347
South,59307
South_Atlantic,36293
Delaware,494
Dist._of_Columbia,9
Florida,11654
Georgia,6466
Maryland,2512
North_Carolina,7322
South_Carolina,2772
Virginia,4617
West_Virginia,447
East_South_Central,7456
Alabama,1505
Kentucky,1838
Mississippi,1060
Tennessee,3053
West_South_Central,15558
Arkansas,940
Louisiana,1438
Oklahoma,1116
Texas,12064
West,35349
Mountain,16158
Arizona,6236
Colorado,3875
Idaho,1010
Montana,223
Nevada,2341
New_Mexico,877
Utah,1409
Wyoming,187
Pacific,19191
Alaska,295
California,11656
Hawaii,350
Oregon,2100
Washington,4790
