Location,Total
United_States,144685
Northeast,12090
New_England,2689
Connecticut,537
Maine,341
Massachusetts,1067
New_Hampshire,427
Rhode_Island,165
Vermont,152
Middle_Atlantic,9401
New_Jersey,2185
New_York,3827
Pennsylvania,3389
Midwest,27932
East_North_Central,19242
Illinois,4427
Indiana,3625
Michigan,3762
Ohio,4818
Wisconsin,2610
West_North_Central,8690
Iowa,1031
Kansas,1386
Minnesota,2560
Missouri,2715
Nebraska,634
North_Dakota,87
South_Dakota,277
South,66843
South_Atlantic,42317
Delaware,503
Dist._of_Columbia,66
Florida,16146
Georgia,7748
Maryland,2453
North_Carolina,6676
South_Carolina,2971
Virginia,5323
West_Virginia,431
East_South_Central,7631
Alabama,1793
Kentucky,1564
Mississippi,1018
Tennessee,3256
West_South_Central,16895
Arkansas,1298
Louisiana,1358
Oklahoma,1485
Texas,12754
West,37820
Mountain,18948
Arizona,5784
Colorado,4545
Idaho,1343
Montana,202
Nevada,4128
New_Mexico,1029
Utah,1759
Wyoming,158
Pacific,18872
Alaska,198
California,12641
Hawaii,372
Oregon,1838
Washington,3823
