Location,Total
United_States,97213
Northeast,10503
New_England,3560
Connecticut,512
Maine,440
Massachusetts,2018
New_Hampshire,323
Rhode_Island,98
Vermont,169
Middle_Atlantic,6943
New_Jersey,2215
New_York,2516
Pennsylvania,2212
Midwest,17399
East_North_Central,9774
Illinois,1528
Indiana,1872
Michigan,2201
Ohio,2417
Wisconsin,1756
West_North_Central,7625
Iowa,1261
Kansas,917
Minnesota,2338
Missouri,1398
Nebraska,618
North_Dakota,726
South_Dakota,367
South,46293
South_Atlantic,25252
Delaware,406
District_of_Columbia,403
Florida,10390
Georgia,2830
Maryland,1459
North_Carolina,3905
South_Carolina,3084
Virginia,2578
West_Virginia,197
East_South_Central,4948
Alabama,961
Kentucky,972
Mississippi,769
Tennessee,2246
West_South_Central,16093
Arkansas,564
Louisiana,1267
Oklahoma,1073
Texas,13189
West,23018
Mountain,9470
Arizona,2503
Colorado,2741
Idaho,859
Montana,359
Nevada,780
New_Mexico,333
Utah,1764
Wyoming,131
Pacific,13548
Alaska,114
California,7976
Hawaii,174
Oregon,1674
Washington,3610
