Location,Total
United_States,90696
Northeast,11105
New_England,2376
Connecticut,463
Maine,314
Massachusetts,1151
New_Hampshire,275
Rhode_Island,73
Vermont,100
Middle_Atlantic,8729
New_Jersey,2548
New_York,3886
Pennsylvania,2295
Midwest,17301
East_North_Central,8602
Illinois,1380
Indiana,2173
Michigan,1889
Ohio,1621
Wisconsin,1539
West_North_Central,8699
Iowa,1509
Kansas,1305
Minnesota,2042
Missouri,1664
Nebraska,602
North_Dakota,1213
South_Dakota,364
South,42175
South_Atlantic,21237
Delaware,460
District_of_Columbia,394
Florida,6110
Georgia,2455
Maryland,1966
North_Carolina,4669
South_Carolina,2524
Virginia,2442
West_Virginia,217
East_South_Central,3969
Alabama,961
Kentucky,787
Mississippi,425
Tennessee,1796
West_South_Central,16969
Arkansas,688
Louisiana,1457
Oklahoma,1214
Texas,13610
West,20115
Mountain,9038
Arizona,1860
Colorado,2770
Idaho,758
Montana,335
Nevada,1163
New_Mexico,319
Utah,1703
Wyoming,130
Pacific,11077
Alaska,121
California,6247
Hawaii,122
Oregon,1286
Washington,3301
