Location,Total
United_States,114013
Northeast,10491
New_England,2980
Connecticut,561
Maine,341
Massachusetts,1568
New_Hampshire,280
Rhode_Island,99
Vermont,131
Middle_Atlantic,7511
New_Jersey,2669
New_York,3116
Pennsylvania,1726
Midwest,19332
East_North_Central_D,10637
Illinois,2085
Indiana,1635
Michigan,2972
Ohio,2093
Wisconsin,1852
West_North_Central_D,8695
Iowa,1428
Kansas,577
Minnesota,2373
Missouri,2568
Nebraska,578
North_Dakota,612
South_Dakota,559
South,53872
South_Atlantic,29823
Delaware,542
District_of_Columbia,1395
Florida,10721
Georgia,4285
Maryland,918
North_Carolina,5899
South_Carolina,2867
Virginia,2950
West_Virginia,246
East_South_Central_D,5884
Alabama,1126
Kentucky,848
Mississippi,651
Tennessee,3259
West_South_Central_D,18165
Arkansas,862
Louisiana,1168
Oklahoma,1037
Texas,15098
West,30318
Mountain,13402
Arizona,3706
Colorado,3173
Idaho,1434
Montana,466
Nevada,1597
New_Mexico,434
Utah,2446
Wyoming,146
Pacific,16916
Alaska,133
California,10335
Hawaii,413
Oregon,1643
Washington,4392
