Location,Total
United_States,98213
Northeast,10716
New_England,2831
Connecticut,674
Maine,356
Massachusetts,1322
New_Hampshire,264
Rhode_Island,85
Vermont,130
Middle_Atlantic,7885
New_Jersey,2766
New_York,3091
Pennsylvania,2028
Midwest,16919
East_North_Central,9354
Illinois,1553
Indiana,1892
Michigan,2347
Ohio,2135
Wisconsin,1427
West_North_Central,7565
Iowa,1021
Kansas,554
Minnesota,2320
Missouri,1552
Nebraska,854
North_Dakota,778
South_Dakota,486
South,49560
South_Atlantic,25504
Delaware,459
District_of_Columbia,656
Florida,9062
Georgia,4118
Maryland,1268
North_Carolina,4667
South_Carolina,2264
Virginia,2738
West_Virginia,272
East_South_Central,6070
Alabama,986
Kentucky,1151
Mississippi,581
Tennessee,3352
West_South_Central,17986
Arkansas,700
Louisiana,1376
Oklahoma,1121
Texas,14789
West,21018
Mountain,9383
Arizona,2617
Colorado,2139
Idaho,770
Montana,635
Nevada,1201
New_Mexico,291
Utah,1603
Wyoming,127
Pacific,11635
Alaska,137
California,6038
Hawaii,630
Oregon,1863
Washington,2967
