Location,Total
United_States,118711
Northeast,10193
New_England,2605
Connecticut,721
Maine,318
Massachusetts,1021
New_Hampshire,280
Rhode_Island,86
Vermont,179
Middle_Atlantic,7588
New_Jersey,1900
New_York,3752
Pennsylvania,1936
Midwest,18654
East_North_Central_D,11643
Illinois,3378
Indiana,2130
Michigan,2035
Ohio,2133
Wisconsin,1967
West_North_Central_D,7011
Iowa,1000
Kansas,869
Minnesota,2570
Missouri,1107
Nebraska,734
North_Dakota,281
South_Dakota,450
South,59049
South_Atlantic,33764
Delaware,413
District_of_Columbia,473
Florida,14518
Georgia,4440
Maryland,1805
North_Carolina,5588
South_Carolina,3114
Virginia,3186
West_Virginia,227
East_South_Central_D,6286
Alabama,1500
Kentucky,1245
Mississippi,593
Tennessee,2948
West_South_Central_D,18999
Arkansas,758
Louisiana,1442
Oklahoma,904
Texas,15895
West,30815
Mountain,14570
Arizona,4590
Colorado,3593
Idaho,1365
Montana,413
Nevada,1310
New_Mexico,484
Utah,2608
Wyoming,207
Pacific,16245
Alaska,150
California,9045
Hawaii,153
Oregon,1820
Washington,5077
