Location,Total
United_States,122290
Northeast,14097
New_England,3113
Connecticut,682
Maine,612
Massachusetts,1091
New_Hampshire,369
Rhode_Island,154
Vermont,205
Middle_Atlantic,10984
New_Jersey,2753
New_York,4242
Pennsylvania,3989
Midwest,19283
East_North_Central,13070
Illinois,3620
Indiana,2143
Michigan,2343
Ohio,2903
Wisconsin,2061
West_North_Central,6213
Iowa,855
Kansas,717
Minnesota,1529
Missouri,1669
Nebraska,637
North_Dakota,287
South_Dakota,519
South,57070
South_Atlantic,30130
Delaware,346
District_of_Columbia,199
Florida,8832
Georgia,5747
Maryland,1998
North_Carolina,6766
South_Carolina,2911
Virginia,3012
West_Virginia,319
East_South_Central,7856
Alabama,2350
Kentucky,987
Mississippi,1197
Tennessee,3322
West_South_Central,19084
Arkansas,1012
Louisiana,1659
Oklahoma,1164
Texas,15249
West,31840
Mountain,13749
Arizona,3591
Colorado,2575
Idaho,1062
Montana,337
Nevada,2749
New_Mexico,902
Utah,2209
Wyoming,324
Pacific,18091
Alaska,196
California,10420
Hawaii,628
Oregon,1931
Washington,4916
