Location,Total
United_States,107642
Northeast,10682
New_England,3005
Connecticut,702
Maine,288
Massachusetts,1358
New_Hampshire,332
Rhode_Island,205
Vermont,120
Middle_Atlantic,7677
New_Jersey,2372
New_York,2956
Pennsylvania,2349
Midwest,20743
East_North_Central,14408
Illinois,2845
Indiana,2695
Michigan,3011
Ohio,3633
Wisconsin,2224
West_North_Central,6335
Iowa,632
Kansas,1200
Minnesota,1666
Missouri,1328
Nebraska,896
North_Dakota,151
South_Dakota,462
South,47069
South_Atlantic,29060
Delaware,367
Dist._of_Columbia,10
Florida,9662
Georgia,5387
Maryland,2210
North_Carolina,5698
South_Carolina,2138
Virginia,3401
West_Virginia,187
East_South_Central,5965
Alabama,1032
Kentucky,1363
Mississippi,1101
Tennessee,2469
West_South_Central,12044
Arkansas,583
Louisiana,1018
Oklahoma,635
Texas,9808
West,29148
Mountain,14086
Arizona,5579
Colorado,3261
Idaho,587
Montana,131
Nevada,2519
New_Mexico,733
Utah,1211
Wyoming,65
Pacific,15062
Alaska,73
California,9277
Hawaii,180
Oregon,2354
Washington,3178
