Location,Total
United_States,127877
Northeast,10981
New_England,3297
Connecticut,360
Maine,489
Massachusetts,1863
New_Hampshire,263
Rhode_Island,109
Vermont,213
Middle_Atlantic,7684
New_Jersey,2174
New_York,3222
Pennsylvania,2288
Midwest,21323
East_North_Central_D,13724
Illinois,3489
Indiana,2355
Michigan,2843
Ohio,3086
Wisconsin,1951
West_North_Central_D,7599
Iowa,1213
Kansas,825
Minnesota,2566
Missouri,1375
Nebraska,744
North_Dakota,337
South_Dakota,539
South,59926
South_Atlantic,31965
Delaware,726
District_of_Columbia,389
Florida,12365
Georgia,4704
Maryland,1565
North_Carolina,5410
South_Carolina,3110
Virginia,3445
West_Virginia,251
East_South_Central_D,7362
Alabama,1343
Kentucky,1240
Mississippi,606
Tennessee,4173
West_South_Central_D,20599
Arkansas,1072
Louisiana,1313
Oklahoma,1026
Texas,17188
West,35647
Mountain,15058
Arizona,3399
Colorado,4640
Idaho,1387
Montana,829
Nevada,1818
New_Mexico,598
Utah,2198
Wyoming,189
Pacific,20589
Alaska,185
California,14218
Hawaii,358
Oregon,1873
Washington,3955
