Location,Total
United_States,117120
Northeast,11790
New_England,3521
Connecticut,673
Maine,449
Massachusetts,1632
New_Hampshire,413
Rhode_Island,206
Vermont,148
Middle_Atlantic,8269
New_Jersey,2440
New_York,3256
Pennsylvania,2573
Midwest,20957
East_North_Central,13851
Illinois,3151
Indiana,2535
Michigan,3033
Ohio,3090
Wisconsin,2042
West_North_Central,7106
Iowa,900
Kansas,1006
Minnesota,2360
Missouri,1976
Nebraska,575
North_Dakota,114
South_Dakota,175
South,54525
South_Atlantic,36098
Delaware,368
Dist._of_Columbia,12
Florida,14214
Georgia,6951
Maryland,2448
North_Carolina,6138
South_Carolina,1949
Virginia,3751
West_Virginia,267
East_South_Central,5636
Alabama,1133
Kentucky,1107
Mississippi,736
Tennessee,2660
West_South_Central,12791
Arkansas,838
Louisiana,963
Oklahoma,797
Texas,10193
West,29848
Mountain,14437
Arizona,4867
Colorado,3811
Idaho,664
Montana,96
Nevada,2563
New_Mexico,675
Utah,1641
Wyoming,120
Pacific,15411
Alaska,56
California,11262
Hawaii,317
Oregon,1216
Washington,2560
