Location,Total
United_States,131560
Northeast,13569
New_England,4238
Connecticut,932
Maine,476
Massachusetts,1836
New_Hampshire,552
Rhode_Island,241
Vermont,201
Middle_Atlantic,9331
New_Jersey,2280
New_York,3375
Pennsylvania,3676
Midwest,28237
East_North_Central,19456
Illinois,4266
Indiana,3139
Michigan,4774
Ohio,4295
Wisconsin,2982
West_North_Central,8781
Iowa,1244
Kansas,1349
Minnesota,2773
Missouri,2066
Nebraska,835
North_Dakota,148
South_Dakota,366
South,57448
South_Atlantic,34997
Delaware,352
Dist._of_Columbia,0
Florida,11798
Georgia,6641
Maryland,2460
North_Carolina,6676
South_Carolina,2564
Virginia,4052
West_Virginia,454
East_South_Central,7448
Alabama,1384
Kentucky,1757
Mississippi,801
Tennessee,3506
West_South_Central,15003
Arkansas,902
Louisiana,1589
Oklahoma,1650
Texas,10862
West,32306
Mountain,15217
Arizona,4069
Colorado,3896
Idaho,944
Montana,255
Nevada,2788
New_Mexico,915
Utah,2130
Wyoming,220
Pacific,17089
Alaska,255
California,10019
Hawaii,470
Oregon,2532
Washington,3813
