Location,Total
United_States,87252
Northeast,5522
New_England,1493
Connecticut,285
Maine,121
Massachusetts,761
New_Hampshire,140
Rhode_Island,111
Vermont,75
Middle_Atlantic,4029
New_Jersey,1060
New_York,1512
Pennsylvania,1457
Midwest,14035
East_North_Central,9857
Illinois,2227
Indiana,1935
Michigan,2426
Ohio,2030
Wisconsin,1239
West_North_Central,4178
Iowa,235
Kansas,604
Minnesota,888
Missouri,1492
Nebraska,860
North_Dakota,14
South_Dakota,85
South,44155
South_Atlantic,26416
Delaware,274
Dist._of_Columbia,0
Florida,9743
Georgia,6047
Maryland,1410
North_Carolina,4082
South_Carolina,2188
Virginia,2500
West_Virginia,172
East_South_Central,5833
Alabama,1220
Kentucky,888
Mississippi,777
Tennessee,2948
West_South_Central,11906
Arkansas,601
Louisiana,1584
Oklahoma,698
Texas,9023
West,23540
Mountain,12689
Arizona,4485
Colorado,2651
Idaho,406
Montana,61
Nevada,2874
New_Mexico,651
Utah,1481
Wyoming,80
Pacific,10851
Alaska,84
California,6074
Hawaii,244
Oregon,1940
Washington,2509
