Location,Total
United_States,89524
Northeast,9690
New_England,2284
Connecticut,381
Maine,328
Massachusetts,969
New_Hampshire,348
Rhode_Island,125
Vermont,133
Middle_Atlantic,7406
New_Jersey,1559
New_York,3464
Pennsylvania,2383
Midwest,15700
East_North_Central,10105
Illinois,3111
Indiana,1705
Michigan,1201
Ohio,2331
Wisconsin,1757
West_North_Central,5595
Iowa,848
Kansas,608
Minnesota,970
Missouri,1466
Nebraska,689
North_Dakota,402
South_Dakota,612
South,44356
South_Atlantic,21844
Delaware,313
District_of_Columbia,166
Florida,6294
Georgia,3197
Maryland,1110
North_Carolina,5067
South_Carolina,2993
Virginia,2375
West_Virginia,329
East_South_Central,5819
Alabama,1715
Kentucky,1253
Mississippi,905
Tennessee,1946
West_South_Central,16693
Arkansas,853
Louisiana,2094
Oklahoma,871
Texas,12875
West,19778
Mountain,9108
Arizona,2913
Colorado,1958
Idaho,798
Montana,289
Nevada,1021
New_Mexico,558
Utah,1297
Wyoming,274
Pacific,10670
Alaska,91
California,6189
Hawaii,460
Oregon,1049
Washington,2881
