Location,Total
United_States,86110
Northeast,10032
New_England,2329
Connecticut,638
Maine,286
Massachusetts,899
New_Hampshire,240
Rhode_Island,157
Vermont,109
Middle_Atlantic,7703
New_Jersey,2052
New_York,3748
Pennsylvania,1903
Midwest,14297
East_North_Central,9104
Illinois,2518
Indiana,1759
Michigan,1153
Ohio,2367
Wisconsin,1307
West_North_Central,5193
Iowa,753
Kansas,953
Minnesota,1057
Missouri,1146
Nebraska,476
North_Dakota,335
South_Dakota,473
South,43422
South_Atlantic,21391
Delaware,294
District_of_Columbia,7
Florida,5753
Georgia,3479
Maryland,954
North_Carolina,5920
South_Carolina,2535
Virginia,1977
West_Virginia,472
East_South_Central,7218
Alabama,1960
Kentucky,713
Mississippi,1620
Tennessee,2925
West_South_Central,14813
Arkansas,726
Louisiana,1166
Oklahoma,915
Texas,12006
West,18359
Mountain,9167
Arizona,3230
Colorado,1571
Idaho,690
Montana,286
Nevada,1654
New_Mexico,536
Utah,1006
Wyoming,194
Pacific,9192
Alaska,146
California,5239
Hawaii,326
Oregon,995
Washington,2486
