Location,Total
United_States,72056
Northeast,8067
New_England,1781
Connecticut,402
Maine,265
Massachusetts,715
New_Hampshire,235
Rhode_Island,76
Vermont,88
Middle_Atlantic,6286
New_Jersey,1909
New_York,2394
Pennsylvania,1983
Midwest,10851
East_North_Central,5913
Illinois,1113
Indiana,1045
Michigan,1159
Ohio,1630
Wisconsin,966
West_North_Central,4938
Iowa,836
Kansas,538
Minnesota,1472
Missouri,666
Nebraska,480
North_Dakota,555
South_Dakota,391
South,35890
South_Atlantic,17826
Delaware,307
District_of_Columbia,399
Florida,5154
Georgia,2006
Maryland,1202
North_Carolina,4578
South_Carolina,1468
Virginia,2497
West_Virginia,215
East_South_Central,3709
Alabama,1212
Kentucky,653
Mississippi,640
Tennessee,1204
West_South_Central,14355
Arkansas,574
Louisiana,1049
Oklahoma,729
Texas,12003
West,17248
Mountain,7548
Arizona,1996
Colorado,2149
Idaho,721
Montana,208
Nevada,751
New_Mexico,449
Utah,1141
Wyoming,133
Pacific,9700
Alaska,114
California,5547
Hawaii,270
Oregon,1160
Washington,2609
