Location,Total
United_States,124167
Northeast,12539
New_England,4374
Connecticut,1332
Maine,508
Massachusetts,1627
New_Hampshire,461
Rhode_Island,230
Vermont,216
Middle_Atlantic,8165
New_Jersey,1923
New_York,2791
Pennsylvania,3451
Midwest,27033
East_North_Central,18582
Illinois,3746
Indiana,3575
Michigan,4540
Ohio,4346
Wisconsin,2375
West_North_Central,8451
Iowa,1316
Kansas,1066
Minnesota,2148
Missouri,2052
Nebraska,1242
North_Dakota,276
South_Dakota,351
South,52529
South_Atlantic,32925
Delaware,343
Dist._of_Columbia,0
Florida,10272
Georgia,6919
Maryland,2020
North_Carolina,5795
South_Carolina,2892
Virginia,4360
West_Virginia,324
East_South_Central,6998
Alabama,1480
Kentucky,1678
Mississippi,742
Tennessee,3098
West_South_Central,12606
Arkansas,640
Louisiana,1097
Oklahoma,800
Texas,10069
West,32066
Mountain,15744
Arizona,5145
Colorado,3896
Idaho,1048
Montana,177
Nevada,2816
New_Mexico,975
Utah,1570
Wyoming,117
Pacific,16322
Alaska,258
California,9804
Hawaii,289
Oregon,1984
Washington,3987
