Location,Total
United_States,47099
Northeast,7041
New_England,1993
Connecticut,398
Maine,316
Massachusetts,819
New_Hampshire,195
Rhode_Island,97
Vermont,168
Middle_Atlantic,5048
New_Jersey,1254
New_York,1570
Pennsylvania,2224
Midwest,8501
East_North_Central,4844
Illinois,1024
Indiana,1161
Michigan,739
Ohio,1045
Wisconsin,875
West_North_Central,3657
Iowa,692
Kansas,411
Minnesota,673
Missouri,807
Nebraska,416
North_Dakota,379
South_Dakota,279
South,21717
South_Atlantic,10339
Delaware,256
District_of_Columbia,17
Florida,2772
Georgia,1156
Maryland,733
North_Carolina,2248
South_Carolina,998
Virginia,1984
West_Virginia,175
East_South_Central,2910
Alabama,738
Kentucky,540
Mississippi,383
Tennessee,1249
West_South_Central,8468
Arkansas,522
Louisiana,965
Oklahoma,617
Texas,6364
West,9840
Mountain,4563
Arizona,1055
Colorado,1331
Idaho,297
Montana,251
Nevada,303
New_Mexico,329
Utah,863
Wyoming,134
Pacific,5277
Alaska,87
California,2826
Hawaii,281
Oregon,568
Washington,1515
