Location,Total
United_States,149070
Northeast,12386
New_England,3087
Connecticut,545
Maine,422
Massachusetts,1451
New_Hampshire,343
Rhode_Island,195
Vermont,131
Middle_Atlantic,9299
New_Jersey,2255
New_York,3933
Pennsylvania,3111
Midwest,19700
East_North_Central,13273
Illinois,4861
Indiana,2168
Michigan,1938
Ohio,2661
Wisconsin,1645
West_North_Central,6427
Iowa,786
Kansas,822
Minnesota,1400
Missouri,1909
Nebraska,650
North_Dakota,23
South_Dakota,837
South,81544
South_Atlantic,50102
Delaware,577
District_of_Columbia,618
Florida,21067
Georgia,8603
Maryland,1646
North_Carolina,8233
South_Carolina,4528
Virginia,4349
West_Virginia,481
East_South_Central,8454
Alabama,2485
Kentucky,1121
Mississippi,1066
Tennessee,3782
West_South_Central,22988
Arkansas,1379
Louisiana,1558
Oklahoma,1317
Texas,18734
West,35440
Mountain,17904
Arizona,6927
Colorado,3150
Idaho,1275
Montana,559
Nevada,2997
New_Mexico,1066
Utah,1763
Wyoming,167
Pacific,17536
Alaska,94
California,11771
Hawaii,460
Oregon,2040
Washington,3171
