Location,Total
United_States,104825
Northeast,16197
New_England,2211
Connecticut,424
Maine,262
Massachusetts,1045
New_Hampshire,279
Rhode_Island,70
Vermont,131
Middle_Atlantic,13986
New_Jersey,3732
New_York,7351
Pennsylvania,2903
Midwest,14339
East_North_Central,8497
Illinois,2016
Indiana,1611
Michigan,1874
Ohio,1631
Wisconsin,1365
West_North_Central,5842
Iowa,812
Kansas,919
Minnesota,1324
Missouri,1229
Nebraska,568
North_Dakota,586
South_Dakota,404
South,49817
South_Atlantic,26006
Delaware,489
District_of_Columbia,244
Florida,8214
Georgia,3738
Maryland,1410
North_Carolina,4610
South_Carolina,3399
Virginia,3607
West_Virginia,295
East_South_Central,5657
Alabama,1133
Kentucky,809
Mississippi,580
Tennessee,3135
West_South_Central,18154
Arkansas,629
Louisiana,1287
Oklahoma,886
Texas,15352
West,24472
Mountain,11108
Arizona,3080
Colorado,2882
Idaho,1130
Montana,258
Nevada,1132
New_Mexico,524
Utah,1876
Wyoming,226
Pacific,13364
Alaska,133
California,8472
Hawaii,595
Oregon,1146
Washington,3018
