Location,Total
United_States,111135
Northeast,25601
New_England,3952
Connecticut,776
Maine,367
Massachusetts,2249
New_Hampshire,306
Rhode_Island,80
Vermont,174
Middle_Atlantic,21649
New_Jersey,4274
New_York,15491
Pennsylvania,1884
Midwest,16268
East_North_Central,8927
Illinois,1668
Indiana,1886
Michigan,1971
Ohio,1835
Wisconsin,1567
West_North_Central,7341
Iowa,1205
Kansas,641
Minnesota,2210
Missouri,1180
Nebraska,604
North_Dakota,1074
South_Dakota,427
South,46191
South_Atlantic,25418
Delaware,486
District_of_Columbia,649
Florida,8738
Georgia,4094
Maryland,1494
North_Carolina,4937
South_Carolina,2960
Virginia,1816
West_Virginia,244
East_South_Central,5889
Alabama,1148
Kentucky,950
Mississippi,572
Tennessee,3219
West_South_Central,14884
Arkansas,570
Louisiana,1203
Oklahoma,760
Texas,12351
West,23075
Mountain,10158
Arizona,2710
Colorado,2531
Idaho,933
Montana,369
Nevada,1423
New_Mexico,424
Utah,1617
Wyoming,151
Pacific,12917
Alaska,116
California,7745
Hawaii,312
Oregon,1233
Washington,3511
