Location,Total
United_States,93054
Northeast,11914
New_England,3220
Connecticut,299
Maine,283
Massachusetts,2359
New_Hampshire,150
Rhode_Island,79
Vermont,50
Middle_Atlantic,8694
New_Jersey,2639
New_York,4248
Pennsylvania,1807
Midwest,12592
East_North_Central_D,6908
Illinois,1880
Indiana,1262
Michigan,1487
Ohio,1251
Wisconsin,1028
West_North_Central_D,5684
Iowa,1000
Kansas,799
Minnesota,1574
Missouri,1334
Nebraska,683
North_Dakota,36
South_Dakota,258
South,41803
South_Atlantic,22303
Delaware,604
District_of_Columbia,92
Florida,8748
Georgia,2895
Maryland,785
North_Carolina,4694
South_Carolina,2382
Virginia,1906
West_Virginia,197
East_South_Central_D,5468
Alabama,1338
Kentucky,871
Mississippi,535
Tennessee,2724
West_South_Central_D,14032
Arkansas,1074
Louisiana,873
Oklahoma,737
Texas,11348
West,26745
Mountain,9859
Arizona,2806
Colorado,2639
Idaho,817
Montana,164
Nevada,1457
New_Mexico,387
Utah,1513
Wyoming,76
Pacific,16886
Alaska,105
California,11393
Hawaii,313
Oregon,1726
Washington,3349
