Location,Total
United_States,142963
Northeast,13284
New_England,3633
Connecticut,779
Maine,495
Massachusetts,1374
New_Hampshire,573
Rhode_Island,218
Vermont,194
Middle_Atlantic,9651
New_Jersey,1936
New_York,3843
Pennsylvania,3872
Midwest,30571
East_North_Central,21533
Illinois,4983
Indiana,3705
Michigan,4850
Ohio,4646
Wisconsin,3349
West_North_Central,9038
Iowa,1255
Kansas,1029
Minnesota,2636
Missouri,2543
Nebraska,787
North_Dakota,319
South_Dakota,469
South,62779
South_Atlantic,39241
Delaware,496
Dist._of_Columbia,2
Florida,12406
Georgia,8510
Maryland,2101
North_Carolina,7612
South_Carolina,2644
Virginia,5089
West_Virginia,381
East_South_Central,7338
Alabama,1541
Kentucky,1590
Mississippi,1073
Tennessee,3134
West_South_Central,16200
Arkansas,1026
Louisiana,1268
Oklahoma,1031
Texas,12875
West,36329
Mountain,17119
Arizona,5398
Colorado,4010
Idaho,1025
Montana,200
Nevada,3971
New_Mexico,933
Utah,1419
Wyoming,163
Pacific,19210
Alaska,338
California,12894
Hawaii,364
Oregon,1834
Washington,3780
