Location,Total
United_States,110174
Northeast,11265
New_England,3712
Connecticut,1091
Maine,428
Massachusetts,1317
New_Hampshire,403
Rhode_Island,225
Vermont,248
Middle_Atlantic,7553
New_Jersey,1709
New_York,2639
Pennsylvania,3205
Midwest,24913
East_North_Central,17583
Illinois,3860
Indiana,2842
Michigan,4247
Ohio,3678
Wisconsin,2956
West_North_Central,7330
Iowa,1152
Kansas,795
Minnesota,2055
Missouri,1835
Nebraska,831
North_Dakota,295
South_Dakota,367
South,47208
South_Atlantic,29141
Delaware,430
Dist._of_Columbia,0
Florida,9686
Georgia,5976
Maryland,2341
North_Carolina,4897
South_Carolina,1905
Virginia,3594
West_Virginia,312
East_South_Central,7118
Alabama,1827
Kentucky,1751
Mississippi,760
Tennessee,2780
West_South_Central,10949
Arkansas,1555
Louisiana,935
Oklahoma,527
Texas,7932
West,26788
Mountain,13956
Arizona,4452
Colorado,3107
Idaho,717
Montana,415
Nevada,2635
New_Mexico,929
Utah,1546
Wyoming,155
Pacific,12832
Alaska,236
California,6951
Hawaii,360
Oregon,2032
Washington,3253
