Location,Total
United_States,62436
Northeast,8189
New_England,1880
Connecticut,418
Maine,219
Massachusetts,930
New_Hampshire,165
Rhode_Island,63
Vermont,85
Middle_Atlantic,6309
New_Jersey,1557
New_York,3281
Pennsylvania,1471
Midwest,9927
East_North_Central,5529
Illinois,1128
Indiana,1133
Michigan,865
Ohio,1331
Wisconsin,1072
West_North_Central,4398
Iowa,768
Kansas,373
Minnesota,941
Missouri,1021
Nebraska,529
North_Dakota,481
South_Dakota,285
South,29930
South_Atlantic,13924
Delaware,277
District_of_Columbia,617
Florida,3872
Georgia,1866
Maryland,751
North_Carolina,3037
South_Carolina,1326
Virginia,1991
West_Virginia,187
East_South_Central,3387
Alabama,935
Kentucky,703
Mississippi,352
Tennessee,1397
West_South_Central,12619
Arkansas,531
Louisiana,1201
Oklahoma,944
Texas,9943
West,14390
Mountain,6311
Arizona,1187
Colorado,1171
Idaho,469
Montana,361
Nevada,1190
New_Mexico,405
Utah,1240
Wyoming,288
Pacific,8079
Alaska,95
California,5101
Hawaii,422
Oregon,686
Washington,1775
