Location,Total
United_States,138159
Northeast,11081
New_England,3329
Connecticut,651
Maine,400
Massachusetts,1544
New_Hampshire,497
Rhode_Island,128
Vermont,109
Middle_Atlantic,7752
New_Jersey,2499
New_York,3183
Pennsylvania,2070
Midwest,16824
East_North_Central,11771
Illinois,3020
Indiana,1993
Michigan,2520
Ohio,2468
Wisconsin,1770
West_North_Central,5053
Iowa,539
Kansas,593
Minnesota,1394
Missouri,1851
Nebraska,450
North_Dakota,24
South_Dakota,202
South,74355
South_Atlantic,45114
Delaware,572
District_of_Columbia,137
Florida,20519
Georgia,7434
Maryland,1549
North_Carolina,6592
South_Carolina,4006
Virginia,3850
West_Virginia,455
East_South_Central,8458
Alabama,2986
Kentucky,1268
Mississippi,878
Tennessee,3326
West_South_Central,20783
Arkansas,1402
Louisiana,2073
Oklahoma,1461
Texas,15847
West,35899
Mountain,16009
Arizona,6104
Colorado,3281
Idaho,1092
Montana,313
Nevada,1996
New_Mexico,1070
Utah,2007
Wyoming,146
Pacific,19890
Alaska,90
California,14078
Hawaii,439
Oregon,2096
Washington,3187
