Location,Total
United_States,94439
Northeast,9099
New_England,1932
Connecticut,278
Maine,357
Massachusetts,819
New_Hampshire,338
Rhode_Island,67
Vermont,73
Middle_Atlantic,7167
New_Jersey,1778
New_York,4036
Pennsylvania,1353
Midwest,9983
East_North_Central_D,5832
Illinois,1296
Indiana,1528
Michigan,1187
Ohio,1095
Wisconsin,726
West_North_Central_D,4151
Iowa,425
Kansas,428
Minnesota,1352
Missouri,1098
Nebraska,621
North_Dakota,45
South_Dakota,182
South,51255
South_Atlantic,29021
Delaware,604
District_of_Columbia,591
Florida,11190
Georgia,4045
Maryland,1743
North_Carolina,4219
South_Carolina,3483
Virginia,2859
West_Virginia,287
East_South_Central_D,5460
Alabama,1169
Kentucky,935
Mississippi,623
Tennessee,2733
West_South_Central_D,16774
Arkansas,643
Louisiana,1133
Oklahoma,740
Texas,14258
West,24102
Mountain,10077
Arizona,2641
Colorado,3026
Idaho,880
Montana,280
Nevada,1204
New_Mexico,349
Utah,1594
Wyoming,103
Pacific,14025
Alaska,90
California,9373
Hawaii,432
Oregon,1255
Washington,2875
