Location,Total
United_States,44057
Northeast,4846
New_England,1725
Connecticut,188
Maine,218
Massachusetts,534
New_Hampshire,369
Rhode_Island,46
Vermont,370
Middle_Atlantic,3121
New_Jersey,711
New_York,1078
Pennsylvania,1332
Midwest,5329
East_North_Central,3256
Illinois,727
Indiana,698
Michigan,469
Ohio,856
Wisconsin,506
West_North_Central,2073
Iowa,350
Kansas,238
Minnesota,461
Missouri,533
Nebraska,359
North_Dakota,15
South_Dakota,117
South,22978
South_Atlantic,11225
Delaware,221
District_of_Columbia,5
Florida,3324
Georgia,1338
Maryland,622
North_Carolina,2943
South_Carolina,1363
Virginia,1291
West_Virginia,118
East_South_Central,3398
Alabama,878
Kentucky,447
Mississippi,344
Tennessee,1729
West_South_Central,8355
Arkansas,414
Louisiana,829
Oklahoma,847
Texas,6265
West,10904
Mountain,4694
Arizona,1121
Colorado,1016
Idaho,357
Montana,118
Nevada,632
New_Mexico,349
Utah,714
Wyoming,387
Pacific,6210
Alaska,45
California,3469
Hawaii,761
Oregon,550
Washington,1385
