Location,Total
United_States,92226
Northeast,10368
New_England,2475
Connecticut,433
Maine,360
Massachusetts,1238
New_Hampshire,241
Rhode_Island,89
Vermont,114
Middle_Atlantic,7893
New_Jersey,2564
New_York,3195
Pennsylvania,2134
Midwest,16421
East_North_Central,9193
Illinois,1913
Indiana,1723
Michigan,1921
Ohio,1914
Wisconsin,1722
West_North_Central,7228
Iowa,873
Kansas,518
Minnesota,2034
Missouri,1542
Nebraska,665
North_Dakota,1057
South_Dakota,539
South,44245
South_Atlantic,20986
Delaware,417
District_of_Columbia,41
Florida,6807
Georgia,3600
Maryland,1207
North_Carolina,4196
South_Carolina,2188
Virginia,2383
West_Virginia,147
East_South_Central,4192
Alabama,906
Kentucky,760
Mississippi,481
Tennessee,2045
West_South_Central,19067
Arkansas,1003
Louisiana,1227
Oklahoma,1397
Texas,15440
West,21192
Mountain,9126
Arizona,2474
Colorado,2133
Idaho,1048
Montana,316
Nevada,1145
New_Mexico,354
Utah,1459
Wyoming,197
Pacific,12066
Alaska,145
California,6369
Hawaii,197
Oregon,2109
Washington,3246
