Location,Total
United_States,149148
Northeast,15088
New_England,4729
Connecticut,1166
Maine,626
Massachusetts,1724
New_Hampshire,660
Rhode_Island,275
Vermont,278
Middle_Atlantic,10359
New_Jersey,2753
New_York,3562
Pennsylvania,4044
Midwest,33670
East_North_Central,23680
Illinois,4842
Indiana,3911
Michigan,5710
Ohio,5381
Wisconsin,3836
West_North_Central,9990
Iowa,1255
Kansas,1573
Minnesota,3135
Missouri,2210
Nebraska,890
North_Dakota,449
South_Dakota,478
South,65769
South_Atlantic,41059
Delaware,418
Dist._of_Columbia,21
Florida,13367
Georgia,8684
Maryland,3176
North_Carolina,6859
South_Carolina,3144
Virginia,4967
West_Virginia,423
East_South_Central,8721
Alabama,1702
Kentucky,2131
Mississippi,1197
Tennessee,3691
West_South_Central,15989
Arkansas,843
Louisiana,1615
Oklahoma,1152
Texas,12379
West,34621
Mountain,16994
Arizona,6136
Colorado,4203
Idaho,1254
Montana,190
Nevada,2341
New_Mexico,1096
Utah,1589
Wyoming,185
Pacific,17627
Alaska,234
California,10799
Hawaii,235
Oregon,2120
Washington,4239
