Location,Total
United_States,51023
Northeast,5901
New_England,1607
Connecticut,256
Maine,392
Massachusetts,526
New_Hampshire,226
Rhode_Island,70
Vermont,137
Middle_Atlantic,4294
New_Jersey,898
New_York,1617
Pennsylvania,1779
Midwest,9447
East_North_Central,5421
Illinois,1388
Indiana,1115
Michigan,760
Ohio,1067
Wisconsin,1091
West_North_Central,4026
Iowa,681
Kansas,393
Minnesota,1263
Missouri,663
Nebraska,412
North_Dakota,314
South_Dakota,300
South,25509
South_Atlantic,11929
Delaware,233
District_of_Columbia,8
Florida,2964
Georgia,1202
Maryland,1493
North_Carolina,3028
South_Carolina,1250
Virginia,1647
West_Virginia,104
East_South_Central,3665
Alabama,1057
Kentucky,531
Mississippi,474
Tennessee,1603
West_South_Central,9915
Arkansas,597
Louisiana,922
Oklahoma,765
Texas,7631
West,10166
Mountain,4418
Arizona,975
Colorado,811
Idaho,418
Montana,212
Nevada,501
New_Mexico,479
Utah,862
Wyoming,160
Pacific,5748
Alaska,157
California,3147
Hawaii,456
Oregon,605
Washington,1383
