Location,Total
United_States,112996
Northeast,11684
New_England,3196
Connecticut,402
Maine,365
Massachusetts,1840
New_Hampshire,296
Rhode_Island,113
Vermont,180
Middle_Atlantic,8488
New_Jersey,3008
New_York,2881
Pennsylvania,2599
Midwest,17971
East_North_Central_D,10087
Illinois,1493
Indiana,2016
Michigan,2590
Ohio,2030
Wisconsin,1958
West_North_Central_D,7884
Iowa,1149
Kansas,774
Minnesota,2215
Missouri,1817
Nebraska,1010
North_Dakota,505
South_Dakota,414
South,54736
South_Atlantic,28706
Delaware,587
District_of_Columbia,318
Florida,10608
Georgia,4158
Maryland,1856
North_Carolina,5315
South_Carolina,3086
Virginia,2510
West_Virginia,268
East_South_Central_D,7067
Alabama,1278
Kentucky,1403
Mississippi,675
Tennessee,3711
West_South_Central_D,18963
Arkansas,698
Louisiana,1335
Oklahoma,1352
Texas,15578
West,28605
Mountain,12715
Arizona,3716
Colorado,2865
Idaho,1301
Montana,410
Nevada,1812
New_Mexico,451
Utah,1974
Wyoming,186
Pacific,15890
Alaska,164
California,9599
Hawaii,382
Oregon,1798
Washington,3947
